cell_type,sex,ann_level_4,0
conventional dendritic cell,female,CD4 T cells,0
conventional dendritic cell,female,CD8 T cells,0
conventional dendritic cell,female,Classical monocytes,0
conventional dendritic cell,female,Club,0
conventional dendritic cell,female,DC1,164
conventional dendritic cell,female,DC2,0
conventional dendritic cell,female,Deuterosomal,0
conventional dendritic cell,female,EC aerocyte capillary,0
conventional dendritic cell,female,EC general capillary,0
conventional dendritic cell,female,EC venous pulmonary,0
conventional dendritic cell,female,EC venous systemic,0
conventional dendritic cell,female,Goblet,0
conventional dendritic cell,female,Hillock-like,0
conventional dendritic cell,female,Interstitial macrophages,0
conventional dendritic cell,female,Ionocyte,0
conventional dendritic cell,female,Migratory DCs,0
conventional dendritic cell,female,Multiciliated,0
conventional dendritic cell,female,NK cells,0
conventional dendritic cell,female,Neuroendocrine,0
conventional dendritic cell,female,Non-classical monocytes,0
conventional dendritic cell,female,None,0
conventional dendritic cell,female,Peribronchial fibroblasts,0
conventional dendritic cell,female,Pericytes,0
conventional dendritic cell,female,Plasma cells,0
conventional dendritic cell,female,Plasmacytoid DCs,0
conventional dendritic cell,female,SMG duct,0
conventional dendritic cell,female,SMG mucous,0
conventional dendritic cell,female,SMG serous,0
conventional dendritic cell,female,Subpleural fibroblasts,0
conventional dendritic cell,female,Suprabasal,0
conventional dendritic cell,female,T cells proliferating,0
conventional dendritic cell,female,Transitional Club-AT2,0
conventional dendritic cell,female,Tuft,0
conventional dendritic cell,male,AT2 proliferating,0
conventional dendritic cell,male,Adventitial fibroblasts,0
conventional dendritic cell,male,Alveolar fibroblasts,0
conventional dendritic cell,male,Alveolar macrophages,0
conventional dendritic cell,male,B cells,0
conventional dendritic cell,male,Basal resting,0
conventional dendritic cell,male,CD4 T cells,0
conventional dendritic cell,male,CD8 T cells,0
conventional dendritic cell,male,Classical monocytes,0
conventional dendritic cell,male,Club,0
conventional dendritic cell,male,DC1,158
conventional dendritic cell,male,DC2,0
conventional dendritic cell,male,Deuterosomal,0
conventional dendritic cell,male,EC aerocyte capillary,0
conventional dendritic cell,male,EC general capillary,0
conventional dendritic cell,male,EC venous pulmonary,0
conventional dendritic cell,male,EC venous systemic,0
conventional dendritic cell,male,Goblet,0
conventional dendritic cell,male,Hillock-like,0
conventional dendritic cell,male,Interstitial macrophages,0
conventional dendritic cell,male,Ionocyte,0
conventional dendritic cell,male,Migratory DCs,0
conventional dendritic cell,male,Multiciliated,0
conventional dendritic cell,male,NK cells,0
conventional dendritic cell,male,Neuroendocrine,0
conventional dendritic cell,male,Non-classical monocytes,0
conventional dendritic cell,male,None,0
conventional dendritic cell,male,Peribronchial fibroblasts,0
conventional dendritic cell,male,Pericytes,0
conventional dendritic cell,male,Plasma cells,0
conventional dendritic cell,male,Plasmacytoid DCs,0
conventional dendritic cell,male,SMG duct,0
conventional dendritic cell,male,SMG mucous,0
conventional dendritic cell,male,SMG serous,0
conventional dendritic cell,male,Subpleural fibroblasts,0
conventional dendritic cell,male,Suprabasal,0
conventional dendritic cell,male,T cells proliferating,0
conventional dendritic cell,male,Transitional Club-AT2,0
conventional dendritic cell,male,Tuft,0
type I pneumocyte,female,AT2 proliferating,0
type I pneumocyte,female,Adventitial fibroblasts,0
type I pneumocyte,female,Alveolar fibroblasts,0
type I pneumocyte,female,Alveolar macrophages,0
type I pneumocyte,female,B cells,0
type I pneumocyte,female,Basal resting,0
type I pneumocyte,female,CD4 T cells,0
type I pneumocyte,female,CD8 T cells,0
type I pneumocyte,female,Classical monocytes,0
type I pneumocyte,female,Club,0
type I pneumocyte,female,DC1,0
type I pneumocyte,female,DC2,0
type I pneumocyte,female,Deuterosomal,0
type I pneumocyte,female,EC aerocyte capillary,0
type I pneumocyte,female,EC general capillary,0
type I pneumocyte,female,EC venous pulmonary,0
type I pneumocyte,female,EC venous systemic,0
type I pneumocyte,female,Goblet,0
type I pneumocyte,female,Hillock-like,0
type I pneumocyte,female,Interstitial macrophages,0
type I pneumocyte,female,Ionocyte,0
type I pneumocyte,female,Migratory DCs,0
type I pneumocyte,female,Multiciliated,0
type I pneumocyte,female,NK cells,0
type I pneumocyte,female,Neuroendocrine,0
type I pneumocyte,female,Non-classical monocytes,0
type I pneumocyte,female,None,3120
type I pneumocyte,female,Peribronchial fibroblasts,0
type I pneumocyte,female,Pericytes,0
type I pneumocyte,female,Plasma cells,0
type I pneumocyte,female,Plasmacytoid DCs,0
type I pneumocyte,female,SMG duct,0
type I pneumocyte,female,SMG mucous,0
type I pneumocyte,female,SMG serous,0
type I pneumocyte,female,Subpleural fibroblasts,0
type I pneumocyte,female,Suprabasal,0
type I pneumocyte,female,T cells proliferating,0
type I pneumocyte,female,Transitional Club-AT2,0
type I pneumocyte,female,Tuft,0
type I pneumocyte,male,AT2 proliferating,0
type I pneumocyte,male,Adventitial fibroblasts,0
type I pneumocyte,male,Alveolar fibroblasts,0
type I pneumocyte,male,Alveolar macrophages,0
type I pneumocyte,male,B cells,0
type I pneumocyte,male,Basal resting,0
type I pneumocyte,male,CD4 T cells,0
type I pneumocyte,male,CD8 T cells,0
type I pneumocyte,male,Classical monocytes,0
type I pneumocyte,male,Club,0
type I pneumocyte,male,DC1,0
type I pneumocyte,male,DC2,0
type I pneumocyte,male,Deuterosomal,0
type I pneumocyte,male,EC aerocyte capillary,0
type I pneumocyte,male,EC general capillary,0
type I pneumocyte,male,EC venous pulmonary,0
type I pneumocyte,male,EC venous systemic,0
type I pneumocyte,male,Goblet,0
type I pneumocyte,male,Hillock-like,0
type I pneumocyte,male,Interstitial macrophages,0
type I pneumocyte,male,Ionocyte,0
type I pneumocyte,male,Migratory DCs,0
type I pneumocyte,male,Multiciliated,0
type I pneumocyte,male,NK cells,0
type I pneumocyte,male,Neuroendocrine,0
type I pneumocyte,male,Non-classical monocytes,0
type I pneumocyte,male,None,4817
type I pneumocyte,male,Peribronchial fibroblasts,0
type I pneumocyte,male,Pericytes,0
type I pneumocyte,male,Plasma cells,0
type I pneumocyte,male,Plasmacytoid DCs,0
type I pneumocyte,male,SMG duct,0
type I pneumocyte,male,SMG mucous,0
type I pneumocyte,male,SMG serous,0
type I pneumocyte,male,Subpleural fibroblasts,0
type I pneumocyte,male,Suprabasal,0
type I pneumocyte,male,T cells proliferating,0
type I pneumocyte,male,Transitional Club-AT2,0
type I pneumocyte,male,Tuft,0
type II pneumocyte,female,AT2 proliferating,642
type II pneumocyte,female,Adventitial fibroblasts,0
type II pneumocyte,female,Alveolar fibroblasts,0
type II pneumocyte,female,Alveolar macrophages,0
type II pneumocyte,female,B cells,0
type II pneumocyte,female,Basal resting,0
type II pneumocyte,female,CD4 T cells,0
type II pneumocyte,female,CD8 T cells,0
type II pneumocyte,female,Classical monocytes,0
type II pneumocyte,female,Club,0
type II pneumocyte,female,DC1,0
type II pneumocyte,female,DC2,0
type II pneumocyte,female,Deuterosomal,0
type II pneumocyte,female,EC aerocyte capillary,0
type II pneumocyte,female,EC general capillary,0
type II pneumocyte,female,EC venous pulmonary,0
type II pneumocyte,female,EC venous systemic,0
type II pneumocyte,female,Goblet,0
type II pneumocyte,female,Hillock-like,0
type II pneumocyte,female,Interstitial macrophages,0
type II pneumocyte,female,Ionocyte,0
type II pneumocyte,female,Migratory DCs,0
type II pneumocyte,female,Multiciliated,0
type II pneumocyte,female,NK cells,0
type II pneumocyte,female,Neuroendocrine,0
type II pneumocyte,female,Non-classical monocytes,0
type II pneumocyte,female,None,30360
type II pneumocyte,female,Peribronchial fibroblasts,0
type II pneumocyte,female,Pericytes,0
type II pneumocyte,female,Plasma cells,0
type II pneumocyte,female,Plasmacytoid DCs,0
type II pneumocyte,female,SMG duct,0
type II pneumocyte,female,SMG mucous,0
type II pneumocyte,female,SMG serous,0
type II pneumocyte,female,Subpleural fibroblasts,0
type II pneumocyte,female,Suprabasal,0
type II pneumocyte,female,T cells proliferating,0
type II pneumocyte,female,Transitional Club-AT2,0
type II pneumocyte,female,Tuft,0
type II pneumocyte,male,AT2 proliferating,334
type II pneumocyte,male,Adventitial fibroblasts,0
type II pneumocyte,male,Alveolar fibroblasts,0
type II pneumocyte,male,Alveolar macrophages,0
type II pneumocyte,male,B cells,0
type II pneumocyte,male,Basal resting,0
type II pneumocyte,male,CD4 T cells,0
type II pneumocyte,male,CD8 T cells,0
type II pneumocyte,male,Classical monocytes,0
type II pneumocyte,male,Club,0
type II pneumocyte,male,DC1,0
type II pneumocyte,male,DC2,0
type II pneumocyte,male,Deuterosomal,0
type II pneumocyte,male,EC aerocyte capillary,0
type II pneumocyte,male,EC general capillary,0
type II pneumocyte,male,EC venous pulmonary,0
type II pneumocyte,male,EC venous systemic,0
type II pneumocyte,male,Goblet,0
type II pneumocyte,male,Hillock-like,0
type II pneumocyte,male,Interstitial macrophages,0
type II pneumocyte,male,Ionocyte,0
type II pneumocyte,male,Migratory DCs,0
type II pneumocyte,male,Multiciliated,0
type II pneumocyte,male,NK cells,0
type II pneumocyte,male,Neuroendocrine,0
type II pneumocyte,male,Non-classical monocytes,0
type II pneumocyte,male,None,31069
type II pneumocyte,male,Peribronchial fibroblasts,0
type II pneumocyte,male,Pericytes,0
type II pneumocyte,male,Plasma cells,0
type II pneumocyte,male,Plasmacytoid DCs,0
type II pneumocyte,male,SMG duct,0
type II pneumocyte,male,SMG mucous,0
type II pneumocyte,male,SMG serous,0
type II pneumocyte,male,Subpleural fibroblasts,0
type II pneumocyte,male,Suprabasal,0
type II pneumocyte,male,T cells proliferating,0
type II pneumocyte,male,Transitional Club-AT2,0
type II pneumocyte,male,Tuft,0
brush cell of trachebronchial tree,female,AT2 proliferating,0
brush cell of trachebronchial tree,female,Adventitial fibroblasts,0
brush cell of trachebronchial tree,female,Alveolar fibroblasts,0
brush cell of trachebronchial tree,female,Alveolar macrophages,0
brush cell of trachebronchial tree,female,B cells,0
brush cell of trachebronchial tree,female,Basal resting,0
brush cell of trachebronchial tree,female,CD4 T cells,0
brush cell of trachebronchial tree,female,CD8 T cells,0
brush cell of trachebronchial tree,female,Classical monocytes,0
brush cell of trachebronchial tree,female,Club,0
brush cell of trachebronchial tree,female,DC1,0
brush cell of trachebronchial tree,female,DC2,0
brush cell of trachebronchial tree,female,Deuterosomal,0
brush cell of trachebronchial tree,female,EC aerocyte capillary,0
brush cell of trachebronchial tree,female,EC general capillary,0
brush cell of trachebronchial tree,female,EC venous pulmonary,0
brush cell of trachebronchial tree,female,EC venous systemic,0
brush cell of trachebronchial tree,female,Goblet,0
brush cell of trachebronchial tree,female,Hillock-like,0
brush cell of trachebronchial tree,female,Interstitial macrophages,0
brush cell of trachebronchial tree,female,Ionocyte,0
brush cell of trachebronchial tree,female,Migratory DCs,0
brush cell of trachebronchial tree,female,Multiciliated,0
brush cell of trachebronchial tree,female,NK cells,0
brush cell of trachebronchial tree,female,Neuroendocrine,0
brush cell of trachebronchial tree,female,Non-classical monocytes,0
brush cell of trachebronchial tree,female,None,0
brush cell of trachebronchial tree,female,Peribronchial fibroblasts,0
brush cell of trachebronchial tree,female,Pericytes,0
brush cell of trachebronchial tree,female,Plasma cells,0
brush cell of trachebronchial tree,female,Plasmacytoid DCs,0
brush cell of trachebronchial tree,female,SMG duct,0
brush cell of trachebronchial tree,female,SMG mucous,0
brush cell of trachebronchial tree,female,SMG serous,0
brush cell of trachebronchial tree,female,Subpleural fibroblasts,0
brush cell of trachebronchial tree,female,Suprabasal,0
brush cell of trachebronchial tree,female,T cells proliferating,0
brush cell of trachebronchial tree,female,Transitional Club-AT2,0
brush cell of trachebronchial tree,female,Tuft,55
brush cell of trachebronchial tree,male,AT2 proliferating,0
brush cell of trachebronchial tree,male,Adventitial fibroblasts,0
brush cell of trachebronchial tree,male,Alveolar fibroblasts,0
brush cell of trachebronchial tree,male,Alveolar macrophages,0
brush cell of trachebronchial tree,male,B cells,0
brush cell of trachebronchial tree,male,Basal resting,0
brush cell of trachebronchial tree,male,CD4 T cells,0
brush cell of trachebronchial tree,male,CD8 T cells,0
brush cell of trachebronchial tree,male,Classical monocytes,0
brush cell of trachebronchial tree,male,Club,0
brush cell of trachebronchial tree,male,DC1,0
brush cell of trachebronchial tree,male,DC2,0
brush cell of trachebronchial tree,male,Deuterosomal,0
brush cell of trachebronchial tree,male,EC aerocyte capillary,0
brush cell of trachebronchial tree,male,EC general capillary,0
brush cell of trachebronchial tree,male,EC venous pulmonary,0
brush cell of trachebronchial tree,male,EC venous systemic,0
brush cell of trachebronchial tree,male,Goblet,0
brush cell of trachebronchial tree,male,Hillock-like,0
brush cell of trachebronchial tree,male,Interstitial macrophages,0
brush cell of trachebronchial tree,male,Ionocyte,0
brush cell of trachebronchial tree,male,Migratory DCs,0
brush cell of trachebronchial tree,male,Multiciliated,0
brush cell of trachebronchial tree,male,NK cells,0
brush cell of trachebronchial tree,male,Neuroendocrine,0
brush cell of trachebronchial tree,male,Non-classical monocytes,0
brush cell of trachebronchial tree,male,None,0
brush cell of trachebronchial tree,male,Peribronchial fibroblasts,0
brush cell of trachebronchial tree,male,Pericytes,0
brush cell of trachebronchial tree,male,Plasma cells,0
brush cell of trachebronchial tree,male,Plasmacytoid DCs,0
brush cell of trachebronchial tree,male,SMG duct,0
brush cell of trachebronchial tree,male,SMG mucous,0
brush cell of trachebronchial tree,male,SMG serous,0
brush cell of trachebronchial tree,male,Subpleural fibroblasts,0
brush cell of trachebronchial tree,male,Suprabasal,0
brush cell of trachebronchial tree,male,T cells proliferating,0
brush cell of trachebronchial tree,male,Transitional Club-AT2,0
brush cell of trachebronchial tree,male,Tuft,110
endothelial cell of lymphatic vessel,female,AT2 proliferating,0
endothelial cell of lymphatic vessel,female,Adventitial fibroblasts,0
endothelial cell of lymphatic vessel,female,Alveolar fibroblasts,0
endothelial cell of lymphatic vessel,female,Alveolar macrophages,0
endothelial cell of lymphatic vessel,female,B cells,0
endothelial cell of lymphatic vessel,female,Basal resting,0
endothelial cell of lymphatic vessel,female,CD4 T cells,0
endothelial cell of lymphatic vessel,female,CD8 T cells,0
endothelial cell of lymphatic vessel,female,Classical monocytes,0
endothelial cell of lymphatic vessel,female,Club,0
endothelial cell of lymphatic vessel,female,DC1,0
endothelial cell of lymphatic vessel,female,DC2,0
endothelial cell of lymphatic vessel,female,Deuterosomal,0
endothelial cell of lymphatic vessel,female,EC aerocyte capillary,0
endothelial cell of lymphatic vessel,female,EC general capillary,0
endothelial cell of lymphatic vessel,female,EC venous pulmonary,0
endothelial cell of lymphatic vessel,female,EC venous systemic,0
endothelial cell of lymphatic vessel,female,Goblet,0
endothelial cell of lymphatic vessel,female,Hillock-like,0
endothelial cell of lymphatic vessel,female,Interstitial macrophages,0
endothelial cell of lymphatic vessel,female,Ionocyte,0
endothelial cell of lymphatic vessel,female,Migratory DCs,0
endothelial cell of lymphatic vessel,female,Multiciliated,0
endothelial cell of lymphatic vessel,female,NK cells,0
endothelial cell of lymphatic vessel,female,Neuroendocrine,0
endothelial cell of lymphatic vessel,female,Non-classical monocytes,0
endothelial cell of lymphatic vessel,female,None,1065
endothelial cell of lymphatic vessel,female,Peribronchial fibroblasts,0
endothelial cell of lymphatic vessel,female,Pericytes,0
endothelial cell of lymphatic vessel,female,Plasma cells,0
